log_name,SCF_energy(Hartree),∆G(Hartree),∆G(kcal/mol),e^(-∆G/RT),Mole Fraction,Unnamed: 0,Unnamed: 0.1,HOMO,LUMO,η,μ,ω,dipole(Debye),NBO_charge_Cl1,NBO_charge_Cl2,NBO_charge_P1,NBO_charge_P2,NBO_charge_Pd,NMR_shift_P1,NMR_shift_P2,aniso_NMR_shift_P1,aniso_NMR_shift_P2,distance_Pd_Cl1(Å),distance_Pd_Cl2(Å),distance_Pd_P1(Å),distance_Pd_P2(Å),%Vbur_Pd_3Å,%Vbur_Pd_4Å,%Vbur_Pd_5Å,%Vbur_Pd_6Å,%Vbur_Pd_7Å,Bite_angle_Pd(°),%G_param_Pd,Solid_angle_Pd(sr),Solid_cone_angle_Pd(°),volume(Bohr_radius³/mol),SASA_Pd_surface_area(Å²),CPU_time_total(hours),Wall_time_total(hours)
pp000135-Pd_8_SPE,-3517.37947095,9.054000020114472e-05,0.05681385012621831,0.9085632231418797,0.13880889086422724,76.0,76.0,-0.2339,-0.06479,0.16911,-0.149345,0.06595,10.2641,-0.59091,-0.60136,1.08336,1.12641,0.31547,178.5105,204.2704,154.7494,185.6954,2.38198,2.37787,2.24242,2.25182,51.174202920143,53.6834305753833,52.2208381949481,47.1632500340152,39.7106960486841,88.0094528872701,56.1753939201019,7.05920819407619,194.18919160401,6277.283,28.4296380273895,210.15141,10.6011388888889
pp000135-Pd_9_SPE,-3517.37848973,0.0010717599998315563,0.6725293998943016,0.3213900778235635,0.04910148143921739,77.0,77.0,-0.23387,-0.06273,0.17114,-0.1483,0.06425,11.0112,-0.6007,-0.59257,1.08288,1.12895,0.31555,178.4679,204.2499,159.6699,183.6675,2.37897,2.38289,2.2435,2.2522,51.2272794994041,53.5654987275774,51.9208634227871,46.7913510816817,39.6791726203014,87.9626481138445,56.5892089766035,7.11120972773421,195.145410817987,5769.428,28.0196432475361,211.39592,10.6635833333333
Boltzmann Averages,-3517.378985163421,,,,,60.476471316673525,60.476471316673525,-0.2340015313055095,-0.06322952461611159,0.17077200668939793,-0.14861552796081057,0.06467033049214424,10.121307478233248,-0.5958236587713425,-0.5971041664880813,1.0831457096606085,1.1282908513375396,0.31529491737290055,178.53939925023806,204.8287128833885,158.0827234367982,184.49696319077506,2.3807151969884393,2.380408871043903,2.24302188343583,2.2520947850953696,51.23650751337262,53.40093553214722,51.877736378654156,46.90510528166711,39.862285626828324,87.96657987451698,56.550765740823756,7.106378808249971,195.05663818509598,6434.223153547413,29.12141426126127,222.665513,11.24446944444444
Boltzmann Standard Deviation,0.0008294315911240209,,,,,10.862396109138661,10.862396109138661,0.0003635081457573401,0.0008407503991908795,0.0010267266275684071,0.00039491494140673453,0.0006855318621129992,0.7279212778786908,0.004402954840512844,0.004322243239100337,0.0007359209567797723,0.0009249240217673329,0.0007207033992946412,0.3247856583514541,1.0734846549343966,1.7775771976964843,3.4651792541225883,0.0021112604969910033,0.0024690250668522326,0.0005510274288120802,0.0006333691288848971,0.14300576365986806,0.19380384199345482,0.18393586070813644,0.1719105477196964,0.19600320220632447,0.07797409226425285,0.18715355781114987,0.02351840969250977,0.43255825448258106,503.13178544687815,0.8658397907371183,,
Ensemble Minimum,-3517.37956149,,,,,48.0,48.0,-0.23529,-0.06658,0.16673,-0.1502,0.06405,9.5255,-0.60177,-0.60197,1.0605,1.12624,0.31471,167.9327,199.2819,147.5462,153.774,2.37688,2.3738,2.24057,2.25013,50.2812127532777,52.2391533734715,51.0169972564725,46.2401922989705,39.3093593983935,87.6919622581459,55.650167117619,6.99320624751024,192.976948506878,5531.958,26.7996587806556,,
Ensemble Maximum,-3517.36939275,,,,,77.0,77.0,-0.23245,-0.06248,0.17199,-0.14785,0.06745,12.4278,-0.59067,-0.59172,1.08387,1.13048,0.32063,179.4819,208.2034,159.6764,188.1046,2.38412,2.38376,2.25169,2.25343,51.4535533373063,53.6834305753833,52.2208381949481,47.2892194657354,40.4671160119092,88.4297131250546,57.1940155976444,7.18721196923439,196.544891828206,7586.276,32.2095899001834,,
Ensemble Range,0.010168740000153775,,,,,29.0,29.0,0.002840000000000009,0.0040999999999999995,0.005260000000000015,0.002349999999999991,0.0034000000000000002,2.9023000000000003,0.011099999999999999,0.010249999999999981,0.02336999999999989,0.0042400000000000215,0.005920000000000036,11.549199999999985,8.92149999999998,12.130200000000002,34.330600000000004,0.007239999999999913,0.009959999999999969,0.011120000000000019,0.0032999999999998586,1.1723405840286034,1.4442772019117953,1.2038409384756008,1.0490271667649012,1.1577566135157014,0.7377508669086978,1.543848480025403,0.19400572172415043,3.5679433213280163,2054.318,5.409931119527801,,
Lowest E Conformer,-3517.37956149,0.0,0.0,1.0,0.15277846090249583,48.0,48.0,-0.2342,-0.06283,0.17137,-0.148515,0.06435,9.5257,-0.59237,-0.60105,1.0835,1.12832,0.31478,178.5678,205.5502,158.8147,185.4752,2.38267,2.37865,2.24304,2.25253,51.3138781287247,53.3028676059835,51.8201491595976,46.9200417252483,40.0095637669857,87.9365044127648,56.6449148495942,7.11820993418817,195.274212190855,6033.639,29.3996256772863,204.70841,10.3277222222222
pp000298-Pd_1_SPE,-5848.46528828,0.08301589999973658,52.0924772498347,6.545521141617973e-39,3.277075958368447e-39,78.0,78.0,-0.16127,-0.07727,0.084,-0.11927,0.08467,9.6118,-0.59349,-0.56917,1.11843,1.09452,0.34588,458.0322,422.588,209.0809,186.9457,2.39878,2.38098,2.28656,2.32167,68.4622690703218,71.3204487617156,67.3577386395888,59.9480702072656,49.0267586230453,99.4252888501104,70.0461562947637,8.80225960111328,227.271800454569,6022.614,14.2498185680725,385.32927,19.7263055555556
pp000298-Pd_2_SPE,-5848.54830169,2.4900000425986946e-06,0.0015624750267306808,0.9973663182579334,0.49934071138629105,79.0,79.0,-0.16182,-0.0774,0.08442,-0.11961,0.08473,9.5084,-0.57216,-0.59827,1.12745,1.08729,0.34518,467.533,409.1109,223.8039,174.0341,2.38271,2.40426,2.27828,2.32149,69.4893474374255,72.0086431630563,68.0672716092208,60.4397024808381,49.1655897940944,98.7507413206571,70.8101225529206,8.89826243248193,229.19012680718,6032.257,13.6898256980289,427.69508,21.9203333333333
pp000298-Pd_3_SPE,-5848.46482329,0.08348088999991887,52.38425847494909,4.0000652887678133e-39,2.002669841882884e-39,80.0,80.0,-0.16127,-0.07727,0.084,-0.11927,0.08467,9.6112,-0.56917,-0.59344,1.11833,1.09452,0.34586,457.9798,422.549,208.8891,187.0138,2.38096,2.3986,2.2866,2.32167,68.458544398093,71.3103624852585,67.3439421651793,59.9387727334573,49.0251219664927,99.4239118653399,70.0939041858985,8.80825977807382,227.391278349608,5316.985,14.2498185680725,366.78711,18.7889722222222
pp000298-Pd_4_SPE,-5848.46484322,0.08346095999968384,52.37175239980161,4.08539542102526e-39,2.045391165196211e-39,81.0,81.0,-0.16127,-0.07727,0.084,-0.11927,0.08467,9.6116,-0.56918,-0.59348,1.11836,1.0945,0.34589,458.0333,422.5809,208.9901,187.0962,2.38096,2.39869,2.28657,2.32169,68.4604067342074,71.3057072807399,67.3472927375359,59.9436482380153,49.0239834228039,99.4182905303641,70.0779882221868,8.80625971908697,227.351446317242,5645.834,14.3198176768279,368.13817,18.8591111111111
pp000298-Pd_5_SPE,-5848.54830418,0.0,0.0,1.0,0.500659288613709,82.0,82.0,-0.1618,-0.07741,0.08439,-0.119605,0.08476,9.5101,-0.57215,-0.59825,1.12744,1.08728,0.34513,467.7107,409.1651,223.8878,173.8192,2.38263,2.40425,2.27824,2.32144,69.4940032777116,72.0171777046738,68.0639210368642,60.4408363191074,49.1700728098689,98.7516505542712,70.8260385166322,8.90026249146878,229.230246404835,6598.267,13.7098254433876,371.25936,19.0162222222222
Boltzmann Averages,-5848.548302936642,,,,,80.50197786584113,80.50197786584113,-0.16180998681422773,-0.07740500659288616,0.0844049802213416,-0.11960749670355694,0.08474501977865842,9.509251120790644,-0.572154993407114,-0.5982599868142278,1.127444993407114,1.0872849934071138,0.34515496703556936,467.6219671555867,409.13803573344285,223.8459053143147,173.92650831887693,2.382669947256911,2.404254993407114,2.2782599736284554,2.3214649670355696,69.49167842711104,72.01291606059117,68.0655941140483,60.44027014749941,49.16783425758291,98.75119653691152,70.81809102799005,8.899263780591472,229.21021305640141,6315.6351639482455,13.699838756312642,383.841798,19.66218888888888
Boltzmann Standard Deviation,1.3919511297507488e-06,,,,,1.6770495252252966,1.6770495252252966,1.118033016816431e-05,5.590165084089913e-06,1.6770495252246467e-05,2.7950825420371984e-06,1.6770495252254222e-05,0.000950328064294106,5.590165084058882e-06,1.1180330168179826e-05,5.590165084120945e-06,5.590165084120945e-06,2.7950825420418534e-05,0.09933723354415543,0.030298694755725997,0.04690148505546739,0.12013264765697214,4.47213206727193e-05,5.590165083872691e-06,2.236066033648378e-05,2.795082542035647e-05,0.002602691580445855,0.004770949655877457,0.001873025259953658,0.0006338343104022218,0.002506079825399144,0.0005082766002790944,0.008897286462009463,0.0011180659914397102,0.022427517399837282,316.40893392425687,0.011180187819478953,,
Ensemble Minimum,-5848.54830418,,,,,78.0,78.0,-0.16182,-0.07741,0.084,-0.11961,0.08467,9.5084,-0.59349,-0.59827,1.11833,1.08728,0.34513,457.9798,409.1109,208.8891,173.8192,2.38096,2.38098,2.27824,2.32144,68.458544398093,71.3057072807399,67.3439421651793,59.9387727334573,49.0239834228039,98.7507413206571,70.0461562947637,8.80225960111328,227.271800454569,5316.985,13.6898256980289,,
Ensemble Maximum,-5848.46482329,,,,,82.0,82.0,-0.16127,-0.07727,0.08442,-0.11927,0.08476,9.6118,-0.56917,-0.56917,1.12745,1.09452,0.34589,467.7107,422.588,223.8878,187.0962,2.39878,2.40426,2.2866,2.32169,69.4940032777116,72.0171777046738,68.0672716092208,60.4408363191074,49.1700728098689,99.4252888501104,70.8260385166322,8.90026249146878,229.230246404835,6598.267,14.3198176768279,,
Ensemble Range,0.08348088999991887,,,,,4.0,4.0,0.0005499999999999949,0.00014000000000000123,0.0004199999999999898,0.0003399999999999931,9.000000000000674e-05,0.1034000000000006,0.02432000000000001,0.029100000000000015,0.009120000000000017,0.007239999999999913,0.0007599999999999829,9.730899999999963,13.477100000000007,14.998699999999985,13.277000000000015,0.017819999999999947,0.023279999999999745,0.008360000000000145,0.00024999999999986144,1.0354588796186022,0.7114704239339034,0.7233294440414966,0.5020635856500988,0.14608938706499686,0.6745475294533065,0.7798822218684904,0.09800289035550058,1.9584459502659968,1281.2820000000002,0.6299919787990014,,
Lowest E Conformer,-5848.54830418,0.0,0.0,1.0,0.500659288613709,82.0,82.0,-0.1618,-0.07741,0.08439,-0.119605,0.08476,9.5101,-0.57215,-0.59825,1.12744,1.08728,0.34513,467.7107,409.1651,223.8878,173.8192,2.38263,2.40425,2.27824,2.32144,69.4940032777116,72.0171777046738,68.0639210368642,60.4408363191074,49.1700728098689,98.7516505542712,70.8260385166322,8.90026249146878,229.230246404835,6598.267,13.7098254433876,371.25936,19.0162222222222
pp000321-Pd_1_SPE,-2504.18148232,3.699997250805609e-07,0.00023217482748805196,0.9996082105157031,0.2000542035797513,83.0,83.0,-0.2395,-0.07303,0.16647,-0.156265,0.07334,12.4794,-0.59336,-0.59336,1.1093,1.10929,0.31758,216.8923,216.8979,157.1922,157.1796,2.3749,2.37491,2.24638,2.24639,47.506331942789,47.1676959841102,42.2112989183564,33.9735362147943,25.895749247138,87.2583939725297,44.8352697755849,5.63416616594776,168.142159384106,3828.803,43.999439789136,34.66334,1.76880555555556
pp000321-Pd_2_SPE,-2504.18148165,1.0399999155197293e-06,0.0006525999469886301,0.9988991437556533,0.1999122961959639,84.0,84.0,-0.2395,-0.07303,0.16647,-0.156265,0.07334,12.4792,-0.59336,-0.59336,1.1093,1.10929,0.31759,216.899,216.8965,157.1746,157.1995,2.3749,2.3749,2.2464,2.2464,47.5091254469607,47.164980448141,42.2093279934408,33.9754637398521,25.8975282216517,87.2589984765653,44.8273117937291,5.63316613645434,168.123822795555,3104.515,44.0194395344947,34.59639,1.76530555555556
pp000321-Pd_3_SPE,-2504.18148129,1.3999997463542968e-06,0.0008784998408373212,0.9985183607030983,0.19983608908850503,85.0,85.0,-0.2395,-0.07303,0.16647,-0.156265,0.07334,12.4792,-0.59336,-0.59336,1.10929,1.1093,0.31759,216.8978,216.8979,157.2018,157.1796,2.3749,2.37489,2.24639,2.24639,47.5035384386174,47.1669201166905,42.2099192709154,33.9710417706018,25.8963896779629,87.2587238312102,44.8352697755849,5.63416616594776,168.142159384106,3104.575,44.0094396618153,33.39109,1.7045
pp000321-Pd_4_SPE,-2504.18148269,0.0,0.0,1.0,0.20013261343315925,86.0,86.0,-0.2395,-0.07303,0.16647,-0.156265,0.07334,12.4793,-0.59335,-0.59336,1.1093,1.10928,0.31758,216.9042,216.8877,157.127,157.2558,2.37489,2.37488,2.24638,2.24637,47.5175059594756,47.1704115200795,42.2199709879852,33.9849879813143,25.8998764680098,87.2573801708623,44.8591437211523,5.63716625442803,168.197167323448,3484.276,44.0094396618153,33.37561,1.70383333333333
pp000321-Pd_5_SPE,-2504.18148237,3.199997991032433e-07,0.00020079987393728516,0.9996611460302482,0.20006479770262062,87.0,87.0,-0.2395,-0.07303,0.16647,-0.156265,0.07334,12.479,-0.59335,-0.59333,1.1093,1.10927,0.31759,216.9105,216.9072,157.1934,157.2161,2.37488,2.37482,2.24642,2.24643,47.5463721692491,47.1812736639563,42.2148465832046,33.9765975781215,25.8999476269903,87.2578956590456,44.8352697755849,5.63416616594776,168.142159384106,3001.197,43.9194408077012,38.25222,1.95408333333333
Boltzmann Averages,-2504.1814820642803,,,,,85.00024150548293,85.00024150548293,-0.23950000000000002,-0.07303,0.16647,-0.15626500000000002,0.07334000000000002,12.47922001114252,-0.5933559980258887,-0.5933539980560689,1.1092980016391092,1.1092859957388026,0.31758599813182986,216.90076126829257,216.89743937274696,157.17779140140362,157.20613072495408,2.374893997377912,2.37487999434506,2.246393999198723,2.2463959990626017,47.51657908064264,47.17025795185049,42.21307452969082,33.97632741377953,25.89789880672441,87.2582781482246,44.838456832278396,5.634566663303555,168.1495025572445,3304.7561158086673,43.99143264021775,34.855729999999994,1.7793055555555557
Boltzmann Standard Deviation,5.747306351746803e-07,,,,,1.5813447032643262,1.5813447032643262,3.1031676915590914e-17,0.0,0.0,3.1031676915590914e-17,1.5515838457795457e-17,0.0001483477349034835,5.477675639057758e-06,1.3418037625725219e-05,4.4707609332935444e-06,1.1401133803022542e-05,5.477651509799454e-06,0.00689531421801431,0.006919632585002342,0.030078934731081083,0.0316994132538602,8.944810540618613e-06,3.535941441740908e-05,1.6735988125550867e-05,2.1913443340274413e-05,0.017458944275850725,0.006460381738473423,0.004412068439687176,0.005281614618545597,0.0019459892633077454,0.0006488023983024398,0.012071228752868588,0.0015169153427919053,0.02781344919939551,346.1375714777038,0.04086909592047716,,
Ensemble Minimum,-2504.18148269,,,,,83.0,83.0,-0.2395,-0.07303,0.16647,-0.156265,0.07334,12.479,-0.59336,-0.59336,1.10929,1.10927,0.31758,216.8923,216.8877,157.127,157.1796,2.37488,2.37482,2.24638,2.24637,47.5035384386174,47.164980448141,42.2093279934408,33.9710417706018,25.895749247138,87.2573801708623,44.8273117937291,5.63316613645434,168.123822795555,3001.197,43.9194408077012,,
Ensemble Maximum,-2504.18148129,,,,,87.0,87.0,-0.2395,-0.07303,0.16647,-0.156265,0.07334,12.4794,-0.59335,-0.59333,1.1093,1.1093,0.31759,216.9105,216.9072,157.2018,157.2558,2.3749,2.37491,2.24642,2.24643,47.5463721692491,47.1812736639563,42.2199709879852,33.9849879813143,25.8999476269903,87.2589984765653,44.8591437211523,5.63716625442803,168.197167323448,3828.803,44.0194395344947,,
Ensemble Range,1.3999997463542968e-06,,,,,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0004000000000008441,9.99999999995449e-06,2.999999999997449e-05,9.999999999843467e-06,2.999999999997449e-05,1.0000000000010001e-05,0.01820000000000732,0.019499999999993634,0.07479999999998199,0.07620000000000005,1.9999999999686935e-05,8.999999999970143e-05,4.000000000026205e-05,5.999999999994898e-05,0.042833730631706146,0.016293215815295525,0.010642994544397766,0.01394621071249702,0.004198379852301315,0.0016183057029905967,0.03183192742319818,0.004000117973689932,0.07334452789302759,827.6059999999998,0.09999872679350119,,
Lowest E Conformer,-2504.18148269,0.0,0.0,1.0,0.20013261343315925,86.0,86.0,-0.2395,-0.07303,0.16647,-0.156265,0.07334,12.4793,-0.59335,-0.59336,1.1093,1.10928,0.31758,216.9042,216.8877,157.127,157.2558,2.37489,2.37488,2.24638,2.24637,47.5175059594756,47.1704115200795,42.2199709879852,33.9849879813143,25.8998764680098,87.2573801708623,44.8591437211523,5.63716625442803,168.197167323448,3484.276,44.0094396618153,33.37561,1.70383333333333
pp000390-Pd_10_SPE,-6522.82232111,0.00017206999928021105,0.10797392454833243,0.8334020296217202,0.059330437281919224,88.0,88.0,-0.25458,-0.10277,0.15181,-0.178675,0.10515,11.7068,-0.51387,-0.51826,1.07724,1.06115,0.32456,219.952,223.1825,143.0534,146.5133,2.3601,2.35016,2.33456,2.33117,58.8405095351609,58.8895009620756,55.4200435180221,50.5494580253073,44.1968428183511,105.786590995806,58.7696960050931,7.38521780893224,200.203165263168,9184.147,29.2596274597754,486.6992,24.5644166666667
pp000390-Pd_11_SPE,-6522.82228195,0.000211229999877105,0.1325468249228834,0.7995442244342776,0.05692007791659731,89.0,89.0,-0.25448,-0.10264,0.15184,-0.17856,0.10499,11.6957,-0.51401,-0.518,1.06095,1.07735,0.3246,223.3015,219.2279,146.3084,143.8474,2.36001,2.34998,2.33156,2.33507,58.845165375447,58.8856216249767,55.4204377030053,50.5360787337294,43.9998747601942,105.685688821797,58.9129396784975,7.40321833981386,200.536711711156,8205.088,29.2696273324548,420.1218,21.1930833333333
pp000390-Pd_12_SPE,-6522.82224441,0.000248769999416254,0.15610317463369938,0.7683791363906888,0.05470141485143186,90.0,90.0,-0.25451,-0.10274,0.15177,-0.178625,0.10512,11.7383,-0.514,-0.51806,1.06095,1.07738,0.32461,223.0954,220.0072,146.9425,142.9461,2.36004,2.35016,2.33119,2.33443,58.8004693087008,58.867388740612,55.4017139163067,50.5266678760942,43.9613065927372,105.76791376783,58.7139901321025,7.37821760247827,200.073499613006,7932.74,29.2096280963787,428.32355,21.6071111111111
pp000390-Pd_13_SPE,-6522.82249318,0.0,0.0,1.0,0.07119065609769298,91.0,91.0,-0.25463,-0.10274,0.15189,-0.178685,0.1051,11.6634,-0.51416,-0.51859,1.06121,1.07759,0.32441,223.2167,220.1096,146.2828,142.3501,2.36019,2.35034,2.33089,2.33407,58.8460965435042,58.9023027745019,55.4344312699063,50.5935643339834,44.5776856822438,105.740869559643,59.0800572974694,7.42421895917575,200.926071866511,7769.623,29.2296278417374,430.6235,21.7211666666667
pp000390-Pd_14_SPE,-6522.82229275,0.00020042999949509976,0.1257698246831751,0.8087421286102918,0.05757488274961147,92.0,92.0,-0.25464,-0.10288,0.15176,-0.17876,0.10528,11.6531,-0.51412,-0.5184,1.07693,1.06105,0.32505,220.0259,222.8425,143.0975,146.7828,2.36014,2.35033,2.33502,2.33128,58.7762589392133,58.843336850599,55.3928447541862,50.5356251984217,44.1948503668957,105.848992686517,58.8572338055069,7.3962181333599,200.40697846369,6965.902,29.1796284783406,434.6123,21.9248055555556
pp000390-Pd_15_SPE,-6522.82239217,0.00010100999952555867,0.06338377470228806,0.8985440333937192,0.06396793926996623,93.0,93.0,-0.25471,-0.10295,0.15176,-0.17883,0.10536,11.7393,-0.5141,-0.51851,1.07695,1.06139,0.32506,221.0812,222.6425,141.5111,147.6515,2.3601,2.35055,2.33408,2.33095,58.7250446960667,58.8518713922165,55.3991517139163,50.5741756995782,44.304221719998,105.888475262794,58.9766035333439,7.41121857576125,200.685010878335,7493.435,29.0996294969058,430.18353,21.7003055555556
pp000390-Pd_16_SPE,-6522.82229849,0.00019468999926175456,0.12216797453675099,0.8136736304193698,0.0579259595989467,94.0,94.0,-0.25463,-0.10287,0.15176,-0.17875,0.10527,11.6535,-0.51413,-0.51839,1.07694,1.06104,0.32504,219.9964,222.8417,143.1235,146.7625,2.36015,2.35031,2.33504,2.33128,58.7604290822408,58.8479920551176,55.3995458988994,50.5398204000182,44.2004007673785,105.844725320185,58.9129396784975,7.40321833981386,200.536711711156,7520.343,29.2296278417374,422.97461,21.3370277777778
pp000390-Pd_17_SPE,-6522.82239063,0.00010254999961034628,0.06435012475549229,0.8970796916208037,0.06386369181840111,95.0,95.0,-0.25471,-0.10295,0.15176,-0.17883,0.10536,11.7393,-0.51411,-0.5185,1.07696,1.06138,0.32506,221.0705,222.6457,141.518,147.6332,2.3601,2.35055,2.33408,2.33096,58.7194576877235,58.8514834585066,55.4034877487307,50.5634042360198,44.3017311556788,105.886356223913,58.9288556422091,7.40521839880071,200.573783233496,7924.063,29.0896296242265,434.45403,21.9164444444444
pp000390-Pd_1_SPE,-6522.82224848,0.0002446999997118837,0.15354924981920703,0.7716984077746512,0.054937715959022436,96.0,96.0,-0.2545,-0.10273,0.15177,-0.178615,0.1051,11.7387,-0.51401,-0.51805,1.06095,1.07739,0.3246,223.098,219.9909,146.9329,142.9722,2.36002,2.35016,2.33116,2.33444,58.8032628128725,58.8763112159394,55.4131452808174,50.5344913601524,43.9703437832668,105.764923209148,58.7219481139583,7.3792176319717,200.092021683507,7267.974,29.1596287329819,428.90022,21.6340277777778
pp000390-Pd_2_SPE,-6522.82229761,0.0001955699999598437,0.12272017497480192,0.8129156336496055,0.057871997311587244,97.0,97.0,-0.25463,-0.10287,0.15176,-0.17875,0.10527,11.6537,-0.51414,-0.51839,1.07695,1.06104,0.32504,219.9955,222.8464,143.1264,146.7559,2.36015,2.3503,2.33503,2.33129,58.7650849225268,58.8495437899572,55.4011226388319,50.54492267223,44.1989064287869,105.843322279908,58.8492758236511,7.39521810386647,200.388447304507,7459.607,29.1096293695852,486.83414,24.56875
pp000390-Pd_3_SPE,-6522.82230371,0.00018946999989566393,0.11889242493452912,0.8181844785545271,0.0582470898372456,98.0,98.0,-0.25463,-0.10287,0.15176,-0.17875,0.10527,11.6547,-0.51412,-0.51841,1.07694,1.06106,0.32503,220.0096,222.8366,143.1067,146.7787,2.36013,2.35032,2.33506,2.33124,58.7855706197855,58.8526472596363,55.3979691589669,50.5391400970566,44.2028913316976,105.84435442518,58.8970237147859,7.40121828082701,200.499642361347,8568.766,29.1496288603026,491.27811,24.7945
pp000390-Pd_4_SPE,-6522.8222484,0.00024477999977534637,0.15359944985902985,0.7716330261058718,0.05493306139512527,99.0,99.0,-0.25451,-0.10274,0.15177,-0.178625,0.10512,11.7384,-0.51401,-0.51806,1.06096,1.07739,0.3246,223.0903,219.996,146.9453,142.9753,2.36003,2.35017,2.33113,2.33442,58.7995381406436,58.8755353485197,55.4109772634102,50.5310898453445,43.9672127881227,105.766832087737,58.7696960050931,7.38521780893224,200.203165263168,8963.433,29.2296278417374,428.81139,21.6282222222222
pp000390-Pd_5_SPE,-6522.82228359,0.00020958999994036276,0.13151772496257763,0.8009341770909335,0.05701902955816938,100.0,100.0,-0.25448,-0.10264,0.15184,-0.17856,0.10499,11.6963,-0.51802,-0.514,1.06095,1.07734,0.32461,223.3018,219.2253,146.3103,143.8537,2.34998,2.36,2.33158,2.33506,58.8470277115614,58.8809664204581,55.4218173504462,50.543335298653,44.012185263829,105.685568174451,58.8254018780837,7.3922180153862,200.332857058086,6879.063,29.2796272051341,420.89114,21.2298055555556
pp000390-Pd_6_SPE,-6522.82232255,0.00017062999995687278,0.10707032497293767,0.8346740220299254,0.059420991256010636,101.0,101.0,-0.25457,-0.10277,0.1518,-0.17867,0.10515,11.707,-0.51826,-0.51387,1.07724,1.06115,0.32455,219.9345,223.1955,143.0539,146.4996,2.35014,2.3601,2.33456,2.3312,58.8572705601907,58.8980355036931,55.4208318879884,50.551612318019,44.1979813620398,105.783116174598,58.8970237147859,7.40121828082701,200.499642361347,8409.557,29.1996282236993,436.02575,21.9974444444444
pp000390-Pd_7_SPE,-6522.82228702,0.00020615999983419897,0.12936539989595985,0.8038490289987733,0.057226539777916106,102.0,102.0,-0.25448,-0.10264,0.15184,-0.17856,0.10499,11.697,-0.51802,-0.514,1.06097,1.07734,0.3246,223.2994,219.2413,146.321,143.8462,2.34999,2.36001,2.33157,2.33504,58.8572705601907,58.8794146856185,55.4212260729715,50.548210803211,44.0123275817901,105.689205287149,58.8731497692185,7.39821819234674,200.444042400808,8024.755,29.3396264412102,430.83775,21.7335833333333
pp000390-Pd_8_SPE,-6522.82228216,0.00021101999936945504,0.13241504960433303,0.7997220718650889,0.05693273899188206,103.0,103.0,-0.25448,-0.10264,0.15184,-0.17856,0.10499,11.6955,-0.51401,-0.51801,1.07734,1.06095,0.3246,219.2277,223.3016,143.8481,146.3143,2.36,2.35,2.33506,2.33156,58.8377160309893,58.8751474148098,55.413342373309,50.5339244410177,44.0021518475718,105.687127188608,58.7776539869489,7.38621783842566,200.2216910575,7722.281,29.3796259319276,416.51308,21.0115
pp000390-Pd_9_SPE,-6522.82229865,0.00019452999913482927,0.12206757445710537,0.8138115239304824,0.057935776328474416,104.0,104.0,-0.25463,-0.10287,0.15176,-0.17875,0.10527,11.6536,-0.51414,-0.51838,1.07694,1.06104,0.32504,219.9857,222.8455,143.1348,146.7526,2.36015,2.35031,2.33503,2.33131,58.779052443385,58.8479920551176,55.4090063384945,50.5406140868067,44.1969139773316,105.84337337254,58.8811077510743,7.39921822184017,200.462575179807,8692.745,29.1996282236993,444.31855,22.4147777777778
Boltzmann Averages,-6522.822315096236,,,,,95.91055628482943,95.91055628482943,-0.25457975769981417,-0.1027852659601855,0.15179449173962867,-0.17868251182999983,0.10516607588136581,11.695284472876597,-0.5147693792953482,-0.5175435752643919,1.070513735236588,1.0677527647730445,0.3247684470515247,221.3908507913228,221.60367734810634,144.34814575337296,145.38237481510913,2.3583493797871458,2.3519638450577762,2.3333323428852326,2.3326065574469492,58.80227245561582,58.8693550375119,55.41087747791772,50.54732294188177,44.156831851749565,105.78687913008002,58.866603637857914,7.397395581219067,200.42883513905215,7937.998909622661,29.21117030327711,439.5530970588235,22.175116013071897
Boltzmann Standard Deviation,6.58460513074426e-05,,,,,5.035061838923773,5.035061838923773,8.182332986219437e-05,0.00010825932704867205,4.2912108903898423e-05,9.352650602229423e-05,0.00013016298599590286,0.03485572193040955,0.001577402683175324,0.0017062570783760447,0.008124533281462464,0.008241491780503324,0.000247306979293786,1.6053443928761786,1.6594439074403198,1.985734346552741,1.9079803239361484,0.003928029678735188,0.003818364763433814,0.0017835470495549965,0.0017517014069066152,0.04557394959097392,0.01946048820086954,0.011643818168399704,0.017836804949484586,0.1699277677703224,0.07119227208730601,0.0961532426745225,0.012082972832204249,0.2239303452301808,657.9704623079897,0.07983801468293997,,
Ensemble Minimum,-6522.82249318,,,,,88.0,88.0,-0.25471,-0.10295,0.15176,-0.17883,0.10499,11.6531,-0.51826,-0.51859,1.06095,1.06095,0.32441,219.2277,219.2253,141.5111,142.3501,2.34998,2.34998,2.33089,2.33095,58.7194576877235,58.843336850599,55.3928447541862,50.5266678760942,43.9613065927372,105.685568174451,58.7139901321025,7.37821760247827,200.073499613006,6879.063,29.0896296242265,,
Ensemble Maximum,-6522.82224441,,,,,104.0,104.0,-0.25448,-0.10264,0.15189,-0.17856,0.10536,11.7393,-0.51387,-0.51387,1.07734,1.07759,0.32506,223.3018,223.3016,146.9453,147.6515,2.36019,2.3601,2.33506,2.33507,58.8572705601907,58.9023027745019,55.4344312699063,50.5935643339834,44.5776856822438,105.888475262794,59.0800572974694,7.42421895917575,200.926071866511,9184.147,29.3796259319276,,
